-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 02/10/2019 through 08/03/2019 in UTC
Location: Latitude  8.7052   Longitude -83.764 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 29.82 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,T2M,PRECTOTCORR
2019,4,30,15,29.39,19.6
2019,4,30,16,29.5,23.03
2019,4,30,17,29.57,19.68
2019,4,30,18,29.57,24.5
2019,4,30,19,29.54,20.73
2019,4,30,20,29.48,18.69
2019,4,30,21,29.39,29.26
2019,4,30,22,29.29,47.89
2019,4,30,23,29.19,79.95
2019,5,1,0,29.09,17.52
2019,5,1,1,29.04,23.83
2019,5,1,2,29.0,30.18
2019,5,1,3,28.98,36.41
2019,5,1,4,28.95,38.78
2019,5,1,5,28.9,37.6
2019,5,1,6,28.83,31.14
2019,5,1,7,28.73,17.5
2019,5,1,8,28.67,7.96
2019,5,1,9,28.67,3.86
2019,5,1,10,28.72,2.49
2019,5,1,11,28.76,1.71
2019,5,1,12,28.91,1.25
2019,5,1,13,29.13,0.92
2019,5,1,14,29.3,0.94
2019,5,1,15,29.52,1.01
2019,5,1,16,29.75,1.32
2019,5,1,17,29.9,1.58
2019,5,1,18,29.92,2.43
2019,5,1,19,29.82,3.44
2019,5,1,20,29.65,4.86
2019,5,1,21,29.47,6.81
2019,5,1,22,29.34,10.46
2019,5,1,23,29.23,19.29
2019,5,2,0,29.1,14.87
2019,5,2,1,29.0,21.97
2019,5,2,2,28.91,25.84
2019,5,2,3,28.77,18.95
2019,5,2,4,28.59,7.94
2019,5,2,5,28.42,2.69
2019,5,2,6,28.21,1.91
2019,5,2,7,28.08,1.95
2019,5,2,8,28.03,2.06
2019,5,2,9,28.04,2.0
2019,5,2,10,28.12,2.28
2019,5,2,11,28.2,2.33
2019,5,2,12,28.38,2.3
2019,5,2,13,28.61,2.34
2019,5,2,14,28.79,2.24
2019,5,2,15,29.01,2.08
2019,5,2,16,29.24,1.93
2019,5,2,17,29.45,1.78
2019,5,2,18,29.58,2.02
2019,5,2,19,29.71,1.85
2019,5,2,20,29.79,2.2
2019,5,2,21,29.75,2.86
2019,5,2,22,29.65,2.94
2019,5,2,23,29.54,3.19
2019,5,3,0,29.44,6.26
2019,5,3,1,29.4,6.81
2019,5,3,2,29.37,7.25
2019,5,3,3,29.29,6.74
2019,5,3,4,29.16,7.15
2019,5,3,5,29.02,6.75
2019,5,3,6,28.89,6.6
2019,5,3,7,28.79,6.31
2019,5,3,8,28.73,5.83
2019,5,3,9,28.73,5.23
2019,5,3,10,28.74,4.24
2019,5,3,11,28.76,3.68
2019,5,3,12,28.84,3.39
2019,5,3,13,29.03,3.16
2019,5,3,14,29.17,3.17
2019,5,3,15,29.33,3.21
2019,5,3,16,29.44,3.32
2019,5,3,17,29.4,3.86
2019,5,3,18,29.29,3.83
2019,5,3,19,29.22,3.45
2019,5,3,20,29.19,3.99
2019,5,3,21,29.07,4.98
2019,5,3,22,28.92,5.18
2019,5,3,23,28.81,4.98
2019,5,4,0,28.72,2.79
2019,5,4,1,28.68,2.51
2019,5,4,2,28.7,2.12
2019,5,4,3,28.68,2.05
2019,5,4,4,28.6,1.96
2019,5,4,5,28.48,1.8
2019,5,4,6,28.39,1.68
2019,5,4,7,28.36,1.54
2019,5,4,8,28.35,1.56
2019,5,4,9,28.34,1.67
2019,5,4,10,28.35,1.45
2019,5,4,11,28.44,1.61
2019,5,4,12,28.57,1.68
2019,5,4,13,28.83,1.64
2019,5,4,14,29.06,1.59
2019,5,4,15,29.32,1.89
2019,5,4,16,29.53,1.69
2019,5,4,17,29.62,1.59
2019,5,4,18,29.61,1.69
2019,5,4,19,29.56,1.6
2019,5,4,20,29.48,1.75
2019,5,4,21,29.41,1.54
2019,5,4,22,29.31,1.93
2019,5,4,23,29.22,1.86
2019,5,5,0,29.15,2.35
2019,5,5,1,29.12,2.29
2019,5,5,2,29.13,2.03
2019,5,5,3,29.1,2.11
2019,5,5,4,29.05,1.88
2019,5,5,5,28.99,1.86
2019,5,5,6,28.91,1.73
2019,5,5,7,28.82,1.63
2019,5,5,8,28.78,1.58
2019,5,5,9,28.79,1.39
2019,5,5,10,28.8,1.35
2019,5,5,11,28.79,1.61
2019,5,5,12,28.92,1.49
2019,5,5,13,29.15,1.36
2019,5,5,14,29.35,1.39
2019,5,5,15,29.6,1.07
2019,5,5,16,29.82,0.95
2019,5,5,17,29.97,0.79
2019,5,5,18,30.03,0.95
2019,5,5,19,30.01,0.75
2019,5,5,20,29.95,0.86
2019,5,5,21,29.81,0.85
2019,5,5,22,29.64,1.02
2019,5,5,23,29.51,1.21
2019,5,6,0,29.43,2.32
2019,5,6,1,29.41,2.3
2019,5,6,2,29.4,2.54
2019,5,6,3,29.35,2.99
2019,5,6,4,29.26,3.96
2019,5,6,5,29.13,4.86
2019,5,6,6,28.98,5.33
2019,5,6,7,28.84,5.23
2019,5,6,8,28.69,5.69
2019,5,6,9,28.59,5.95
2019,5,6,10,28.52,6.85
2019,5,6,11,28.49,8.02
2019,5,6,12,28.55,9.29
2019,5,6,13,28.67,10.57
2019,5,6,14,28.73,12.67
2019,5,6,15,28.8,14.93
2019,5,6,16,28.92,16.9
2019,5,6,17,29.0,18.0
2019,5,6,18,29.09,17.76
2019,5,6,19,29.06,16.28
2019,5,6,20,28.96,17.16
2019,5,6,21,28.81,15.77
2019,5,6,22,28.67,12.14
2019,5,6,23,28.63,6.7
2019,5,7,0,28.6,7.14
2019,5,7,1,28.61,6.15
2019,5,7,2,28.63,7.8
2019,5,7,3,28.63,10.88
2019,5,7,4,28.61,13.04
2019,5,7,5,28.57,13.89
2019,5,7,6,28.55,13.5
2019,5,7,7,28.52,12.16
2019,5,7,8,28.5,8.39
2019,5,7,9,28.53,6.95
2019,5,7,10,28.59,6.49
2019,5,7,11,28.66,6.67
2019,5,7,12,28.76,7.05
2019,5,7,13,28.92,6.77
2019,5,7,14,28.99,8.02
2019,5,7,15,29.09,10.89
2019,5,7,16,29.18,13.53
2019,5,7,17,29.24,17.47
2019,5,7,18,29.25,17.09
2019,5,7,19,29.19,18.37
2019,5,7,20,29.14,17.96
2019,5,7,21,29.1,22.62
2019,5,7,22,29.04,26.37
2019,5,7,23,28.96,35.54
2019,5,8,0,28.88,22.88
2019,5,8,1,28.84,34.83
2019,5,8,2,28.83,56.38
2019,5,8,3,28.81,82.5
2019,5,8,4,28.78,92.04
2019,5,8,5,28.71,69.03
2019,5,8,6,28.67,42.35
2019,5,8,7,28.56,27.26
2019,5,8,8,28.38,22.63
2019,5,8,9,28.26,21.97
2019,5,8,10,28.2,23.71
2019,5,8,11,28.21,27.06
2019,5,8,12,28.32,29.63
2019,5,8,13,28.5,32.61
2019,5,8,14,28.64,41.0
2019,5,8,15,28.75,62.4
2019,5,8,16,28.83,98.71
2019,5,8,17,28.86,135.59
2019,5,8,18,28.84,130.23
2019,5,8,19,28.82,91.09
2019,5,8,20,28.81,63.14
2019,5,8,21,28.79,50.1
2019,5,8,22,28.74,45.03
2019,5,8,23,28.68,42.27
2019,5,9,0,28.62,36.35
2019,5,9,1,28.58,35.99
2019,5,9,2,28.52,33.86
2019,5,9,3,28.49,36.46
2019,5,9,4,28.47,49.81
2019,5,9,5,28.43,73.35
2019,5,9,6,28.36,86.06
2019,5,9,7,28.3,73.37
2019,5,9,8,28.23,50.92
2019,5,9,9,28.19,34.15
2019,5,9,10,28.21,26.5
2019,5,9,11,28.23,23.21
2019,5,9,12,28.29,23.42
2019,5,9,13,28.36,22.98
2019,5,9,14,28.39,23.55
2019,5,9,15,28.44,25.0
2019,5,9,16,28.43,26.48
2019,5,9,17,28.38,28.5
2019,5,9,18,28.32,29.29
2019,5,9,19,28.28,27.73
2019,5,9,20,28.24,22.3
2019,5,9,21,28.09,15.53
2019,5,9,22,27.88,10.86
2019,5,9,23,27.65,8.74
2019,5,10,0,27.47,16.0
2019,5,10,1,27.36,11.99
2019,5,10,2,27.31,9.41
2019,5,10,3,27.36,6.95
2019,5,10,4,27.41,6.91
2019,5,10,5,27.37,7.94
2019,5,10,6,27.31,8.19
2019,5,10,7,27.28,8.39
2019,5,10,8,27.26,8.52
2019,5,10,9,27.23,7.12
2019,5,10,10,27.21,8.13
2019,5,10,11,27.26,9.6
2019,5,10,12,27.47,12.56
2019,5,10,13,27.83,14.9
2019,5,10,14,28.16,16.74
2019,5,10,15,28.36,17.91
2019,5,10,16,28.26,20.94
2019,5,10,17,28.05,25.74
2019,5,10,18,27.9,30.66
2019,5,10,19,27.82,34.02
2019,5,10,20,27.75,36.65
2019,5,10,21,27.7,37.22
2019,5,10,22,27.63,41.18
2019,5,10,23,27.55,43.4
2019,5,11,0,27.51,19.15
2019,5,11,1,27.51,20.65
2019,5,11,2,27.43,24.1
2019,5,11,3,27.32,27.45
2019,5,11,4,27.16,28.32
2019,5,11,5,26.96,26.27
2019,5,11,6,26.82,21.11
2019,5,11,7,26.7,16.56
2019,5,11,8,26.62,13.57
2019,5,11,9,26.52,11.79
2019,5,11,10,26.39,9.68
2019,5,11,11,26.33,7.24
2019,5,11,12,26.39,4.65
2019,5,11,13,26.58,2.9
2019,5,11,14,26.78,1.99
2019,5,11,15,27.14,1.39
2019,5,11,16,27.58,1.09
2019,5,11,17,27.9,0.88
2019,5,11,18,28.11,0.82
2019,5,11,19,28.29,0.77
2019,5,11,20,28.47,0.74
2019,5,11,21,28.58,0.8
2019,5,11,22,28.58,0.88
2019,5,11,23,28.52,0.9
2019,5,12,0,28.41,0.31
2019,5,12,1,28.35,0.24
2019,5,12,2,28.27,0.17
2019,5,12,3,28.22,0.12
2019,5,12,4,28.12,0.15
2019,5,12,5,28.01,0.16
2019,5,12,6,27.89,0.22
2019,5,12,7,27.76,0.26
2019,5,12,8,27.62,0.37
2019,5,12,9,27.48,0.4
2019,5,12,10,27.36,0.43
2019,5,12,11,27.3,0.47
2019,5,12,12,27.39,0.62
2019,5,12,13,27.49,0.68
2019,5,12,14,27.58,0.94
2019,5,12,15,27.78,1.13
2019,5,12,16,28.06,1.29
2019,5,12,17,28.26,1.24
2019,5,12,18,28.36,1.28
2019,5,12,19,28.45,1.69
2019,5,12,20,28.51,2.09
2019,5,12,21,28.49,2.46
2019,5,12,22,28.4,2.78
2019,5,12,23,28.34,2.67
2019,5,13,0,28.28,3.75
2019,5,13,1,28.24,3.76
2019,5,13,2,28.23,4.35
2019,5,13,3,28.18,5.78
2019,5,13,4,28.09,8.74
2019,5,13,5,27.98,13.54
2019,5,13,6,27.81,19.55
2019,5,13,7,27.64,29.77
2019,5,13,8,27.48,43.4
2019,5,13,9,27.4,46.18
2019,5,13,10,27.38,38.48
2019,5,13,11,27.39,25.85
2019,5,13,12,27.52,16.16
2019,5,13,13,27.67,9.52
2019,5,13,14,27.81,5.49
2019,5,13,15,27.98,3.28
2019,5,13,16,28.12,2.2
2019,5,13,17,28.14,1.8
2019,5,13,18,28.06,1.65
2019,5,13,19,27.91,1.31
2019,5,13,20,27.69,0.98
2019,5,13,21,27.42,0.76
2019,5,13,22,27.15,0.61
2019,5,13,23,26.95,0.63
2019,5,14,0,26.86,0.63
2019,5,14,1,26.79,0.78
2019,5,14,2,26.78,2.07
2019,5,14,3,26.8,3.24
2019,5,14,4,26.87,4.65
2019,5,14,5,26.98,6.86
2019,5,14,6,27.08,7.9
2019,5,14,7,27.2,7.83
2019,5,14,8,27.29,7.05
2019,5,14,9,27.34,6.2
2019,5,14,10,27.35,4.97
2019,5,14,11,27.35,3.5
2019,5,14,12,27.39,2.99
2019,5,14,13,27.52,2.84
2019,5,14,14,27.66,3.46
2019,5,14,15,27.78,3.83
2019,5,14,16,27.85,4.28
2019,5,14,17,27.93,4.5
2019,5,14,18,27.99,4.64
2019,5,14,19,28.04,4.25
2019,5,14,20,28.04,4.29
2019,5,14,21,27.9,4.39
2019,5,14,22,27.79,4.55
2019,5,14,23,27.75,4.61
2019,5,15,0,27.78,3.06
2019,5,15,1,27.88,3.29
2019,5,15,2,27.96,4.04
2019,5,15,3,27.93,5.06
2019,5,15,4,27.9,8.39
2019,5,15,5,27.82,13.51
2019,5,15,6,27.75,17.68
2019,5,15,7,27.64,15.77
2019,5,15,8,27.54,7.94
2019,5,15,9,27.43,3.32
2019,5,15,10,27.38,2.71
2019,5,15,11,27.43,1.94
2019,5,15,12,27.66,1.94
2019,5,15,13,27.97,1.61
2019,5,15,14,28.16,1.42
2019,5,15,15,28.39,1.15
2019,5,15,16,28.51,1.01
2019,5,15,17,28.54,1.05
2019,5,15,18,28.57,1.24
2019,5,15,19,28.58,1.39
2019,5,15,20,28.55,1.36
2019,5,15,21,28.45,1.56
2019,5,15,22,28.3,2.01
2019,5,15,23,28.11,2.24
2019,5,16,0,27.92,4.18
2019,5,16,1,27.81,4.74
2019,5,16,2,27.72,4.67
2019,5,16,3,27.69,3.73
2019,5,16,4,27.7,4.33
2019,5,16,5,27.7,5.14
2019,5,16,6,27.68,5.75
2019,5,16,7,27.65,5.75
2019,5,16,8,27.61,6.89
2019,5,16,9,27.58,6.6
2019,5,16,10,27.59,6.05
2019,5,16,11,27.63,5.84
2019,5,16,12,27.81,5.48
2019,5,16,13,28.0,5.94
2019,5,16,14,28.13,6.75
2019,5,16,15,28.32,7.87
2019,5,16,16,28.5,11.29
2019,5,16,17,28.64,19.75
2019,5,16,18,28.69,34.99
2019,5,16,19,28.69,60.71
2019,5,16,20,28.69,91.3
2019,5,16,21,28.58,101.47
2019,5,16,22,28.39,84.99
2019,5,16,23,28.19,55.72
2019,5,17,0,28.03,84.99
2019,5,17,1,27.88,53.81
2019,5,17,2,27.79,27.35
2019,5,17,3,27.67,11.75
2019,5,17,4,27.52,4.81
2019,5,17,5,27.41,1.95
2019,5,17,6,27.35,1.63
2019,5,17,7,27.34,1.47
2019,5,17,8,27.36,1.81
2019,5,17,9,27.33,2.7
2019,5,17,10,27.3,2.55
2019,5,17,11,27.29,3.1
2019,5,17,12,27.36,4.05
2019,5,17,13,27.46,5.51
2019,5,17,14,27.52,7.44
2019,5,17,15,27.64,8.43
2019,5,17,16,27.78,8.0
2019,5,17,17,27.88,8.58
2019,5,17,18,27.93,9.1
2019,5,17,19,27.97,9.53
2019,5,17,20,27.94,10.45
2019,5,17,21,27.76,10.21
2019,5,17,22,27.52,9.85
2019,5,17,23,27.28,8.82
2019,5,18,0,27.07,5.65
2019,5,18,1,26.97,6.03
2019,5,18,2,26.93,6.95
2019,5,18,3,26.94,7.15
2019,5,18,4,26.98,7.89
2019,5,18,5,27.0,9.55
2019,5,18,6,27.03,10.9
2019,5,18,7,27.01,13.31
2019,5,18,8,26.97,13.97
2019,5,18,9,26.98,16.43
2019,5,18,10,27.04,17.23
2019,5,18,11,27.12,16.32
2019,5,18,12,27.43,15.89
2019,5,18,13,27.76,17.65
2019,5,18,14,27.98,20.51
2019,5,18,15,28.17,23.12
2019,5,18,16,28.31,24.06
2019,5,18,17,28.41,23.34
2019,5,18,18,28.47,20.17
2019,5,18,19,28.46,15.6
2019,5,18,20,28.42,11.43
2019,5,18,21,28.31,9.87
2019,5,18,22,28.15,10.59
2019,5,18,23,28.0,14.11
2019,5,19,0,27.89,17.27
2019,5,19,1,27.82,19.79
2019,5,19,2,27.77,21.92
2019,5,19,3,27.71,22.06
2019,5,19,4,27.65,22.68
2019,5,19,5,27.58,22.18
2019,5,19,6,27.48,20.65
2019,5,19,7,27.39,18.79
2019,5,19,8,27.3,16.16
2019,5,19,9,27.25,12.99
2019,5,19,10,27.26,8.96
2019,5,19,11,27.3,5.37
2019,5,19,12,27.44,2.68
2019,5,19,13,27.62,1.51
2019,5,19,14,27.81,1.1
2019,5,19,15,28.1,0.83
2019,5,19,16,28.38,0.89
2019,5,19,17,28.61,1.04
2019,5,19,18,28.72,1.78
2019,5,19,19,28.79,2.66
2019,5,19,20,28.79,2.82
2019,5,19,21,28.68,3.72
2019,5,19,22,28.47,4.61
2019,5,19,23,28.2,4.62
2019,5,20,0,27.97,3.32
2019,5,20,1,27.86,3.42
2019,5,20,2,27.79,3.24
2019,5,20,3,27.76,2.94
2019,5,20,4,27.68,3.12
2019,5,20,5,27.59,3.04
2019,5,20,6,27.47,3.56
2019,5,20,7,27.36,4.71
2019,5,20,8,27.3,5.89
2019,5,20,9,27.25,7.08
2019,5,20,10,27.26,8.28
2019,5,20,11,27.31,9.59
2019,5,20,12,27.46,11.04
2019,5,20,13,27.64,12.19
2019,5,20,14,27.75,12.07
2019,5,20,15,27.86,12.88
2019,5,20,16,28.01,16.07
2019,5,20,17,28.17,17.43
2019,5,20,18,28.25,15.13
2019,5,20,19,28.07,15.36
2019,5,20,20,27.84,17.78
2019,5,20,21,27.61,18.38
2019,5,20,22,27.41,17.39
2019,5,20,23,27.22,16.96
2019,5,21,0,27.01,12.31
2019,5,21,1,26.9,9.3
2019,5,21,2,26.87,7.5
2019,5,21,3,26.93,5.66
2019,5,21,4,27.02,5.07
2019,5,21,5,27.01,4.29
2019,5,21,6,26.91,3.17
2019,5,21,7,26.74,2.51
2019,5,21,8,26.65,2.57
2019,5,21,9,26.62,4.03
2019,5,21,10,26.59,8.26
2019,5,21,11,26.51,13.83
2019,5,21,12,26.57,18.78
2019,5,21,13,26.74,20.69
2019,5,21,14,26.88,24.08
2019,5,21,15,26.99,32.34
2019,5,21,16,27.17,40.81
2019,5,21,17,27.41,50.98
2019,5,21,18,27.5,63.34
2019,5,21,19,27.53,70.57
2019,5,21,20,27.65,66.29
2019,5,21,21,27.65,58.3
2019,5,21,22,27.6,48.96
2019,5,21,23,27.46,39.85
2019,5,22,0,27.28,25.82
2019,5,22,1,27.12,21.0
2019,5,22,2,27.02,17.1
2019,5,22,3,27.03,12.94
2019,5,22,4,27.1,10.03
2019,5,22,5,27.16,8.98
2019,5,22,6,27.2,8.32
2019,5,22,7,27.21,7.04
2019,5,22,8,27.18,5.56
2019,5,22,9,27.13,5.06
2019,5,22,10,27.05,6.75
2019,5,22,11,27.0,7.65
2019,5,22,12,27.03,5.95
2019,5,22,13,27.13,5.92
2019,5,22,14,27.14,5.48
2019,5,22,15,27.25,5.3
2019,5,22,16,27.43,6.69
2019,5,22,17,27.63,8.22
2019,5,22,18,27.75,8.2
2019,5,22,19,27.79,7.18
2019,5,22,20,27.71,6.91
2019,5,22,21,27.55,5.77
2019,5,22,22,27.39,4.88
2019,5,22,23,27.27,3.5
2019,5,23,0,27.21,2.65
2019,5,23,1,27.25,2.83
2019,5,23,2,27.33,4.44
2019,5,23,3,27.41,4.34
2019,5,23,4,27.44,2.61
2019,5,23,5,27.42,1.76
2019,5,23,6,27.36,1.31
2019,5,23,7,27.32,1.41
2019,5,23,8,27.37,1.21
2019,5,23,9,27.44,0.89
2019,5,23,10,27.53,0.72
2019,5,23,11,27.62,0.68
2019,5,23,12,27.9,1.11
2019,5,23,13,28.21,1.81
2019,5,23,14,28.45,2.78
2019,5,23,15,28.7,2.92
2019,5,23,16,28.89,3.35
2019,5,23,17,28.96,3.65
2019,5,23,18,28.92,3.94
2019,5,23,19,28.85,4.11
2019,5,23,20,28.77,3.92
2019,5,23,21,28.59,3.72
2019,5,23,22,28.33,3.99
2019,5,23,23,28.1,4.12
2019,5,24,0,27.91,5.12
2019,5,24,1,27.78,5.09
2019,5,24,2,27.67,4.67
2019,5,24,3,27.53,4.44
2019,5,24,4,27.39,4.63
2019,5,24,5,27.25,5.57
2019,5,24,6,27.12,8.03
2019,5,24,7,27.04,12.23
2019,5,24,8,26.99,18.04
2019,5,24,9,26.94,23.11
2019,5,24,10,26.91,24.33
2019,5,24,11,26.88,23.4
2019,5,24,12,26.93,20.78
2019,5,24,13,27.02,17.91
2019,5,24,14,27.08,15.97
2019,5,24,15,27.2,15.88
2019,5,24,16,27.28,16.62
2019,5,24,17,27.34,17.83
2019,5,24,18,27.4,19.46
2019,5,24,19,27.39,22.55
2019,5,24,20,27.38,25.34
2019,5,24,21,27.33,26.86
2019,5,24,22,27.26,25.42
2019,5,24,23,27.19,22.8
2019,5,25,0,27.14,19.71
2019,5,25,1,27.18,15.77
2019,5,25,2,27.27,11.45
2019,5,25,3,27.34,7.87
2019,5,25,4,27.39,5.6
2019,5,25,5,27.37,3.97
2019,5,25,6,27.28,2.78
2019,5,25,7,27.14,1.88
2019,5,25,8,27.04,1.34
2019,5,25,9,27.0,1.24
2019,5,25,10,27.05,1.74
2019,5,25,11,27.19,2.68
2019,5,25,12,27.54,3.31
2019,5,25,13,27.9,3.14
2019,5,25,14,28.19,2.09
2019,5,25,15,28.44,1.76
2019,5,25,16,28.57,1.95
2019,5,25,17,28.62,1.96
2019,5,25,18,28.6,1.85
2019,5,25,19,28.52,2.05
2019,5,25,20,28.39,2.49
2019,5,25,21,28.15,2.81
2019,5,25,22,27.87,2.93
2019,5,25,23,27.67,2.61
2019,5,26,0,27.55,5.02
2019,5,26,1,27.57,6.71
2019,5,26,2,27.62,8.79
2019,5,26,3,27.61,14.59
2019,5,26,4,27.62,22.13
2019,5,26,5,27.61,27.46
2019,5,26,6,27.59,24.04
2019,5,26,7,27.54,19.54
2019,5,26,8,27.45,16.85
2019,5,26,9,27.37,14.1
2019,5,26,10,27.3,13.54
2019,5,26,11,27.22,13.82
2019,5,26,12,27.27,14.38
2019,5,26,13,27.37,13.61
2019,5,26,14,27.43,12.68
2019,5,26,15,27.52,11.82
2019,5,26,16,27.6,12.05
2019,5,26,17,27.64,13.21
2019,5,26,18,27.66,13.92
2019,5,26,19,27.63,13.14
2019,5,26,20,27.6,13.22
2019,5,26,21,27.55,12.02
2019,5,26,22,27.48,10.67
2019,5,26,23,27.38,9.79
2019,5,27,0,27.3,15.79
2019,5,27,1,27.26,16.59
2019,5,27,2,27.23,15.2
2019,5,27,3,27.2,15.05
2019,5,27,4,27.17,14.9
2019,5,27,5,27.12,14.36
2019,5,27,6,27.06,13.49
2019,5,27,7,27.01,12.92
2019,5,27,8,26.98,12.04
2019,5,27,9,27.0,10.13
2019,5,27,10,27.03,7.81
2019,5,27,11,27.05,7.1
2019,5,27,12,27.16,7.62
2019,5,27,13,27.34,7.63
2019,5,27,14,27.47,7.52
2019,5,27,15,27.64,7.28
2019,5,27,16,27.77,7.1
2019,5,27,17,27.82,7.88
2019,5,27,18,27.72,8.36
2019,5,27,19,27.66,9.35
2019,5,27,20,27.67,11.45
2019,5,27,21,27.67,16.08
2019,5,27,22,27.65,23.24
2019,5,27,23,27.64,30.78
2019,5,28,0,27.62,24.64
2019,5,28,1,27.64,28.09
2019,5,28,2,27.65,31.2
2019,5,28,3,27.73,33.61
2019,5,28,4,27.82,35.3
2019,5,28,5,27.86,34.17
2019,5,28,6,27.79,30.43
2019,5,28,7,27.68,25.65
2019,5,28,8,27.59,21.04
2019,5,28,9,27.53,18.77
2019,5,28,10,27.5,18.61
2019,5,28,11,27.51,19.57
2019,5,28,12,27.62,18.93
2019,5,28,13,27.78,16.54
2019,5,28,14,27.71,15.19
2019,5,28,15,27.67,15.75
2019,5,28,16,27.76,16.65
2019,5,28,17,27.85,16.05
2019,5,28,18,27.91,15.05
2019,5,28,19,27.97,17.54
2019,5,28,20,28.0,24.09
2019,5,28,21,27.95,36.16
2019,5,28,22,27.87,60.79
2019,5,28,23,27.82,98.75
2019,5,29,0,27.78,104.44
2019,5,29,1,27.75,100.28
2019,5,29,2,27.71,79.47
2019,5,29,3,27.67,54.57
2019,5,29,4,27.6,32.02
2019,5,29,5,27.54,18.64
2019,5,29,6,27.46,27.79
2019,5,29,7,27.4,28.58
2019,5,29,8,27.37,22.05
2019,5,29,9,27.33,15.5
2019,5,29,10,27.27,12.6
2019,5,29,11,27.24,11.96
2019,5,29,12,27.32,12.31
2019,5,29,13,27.44,13.37
2019,5,29,14,27.47,14.24
2019,5,29,15,27.52,13.57
2019,5,29,16,27.55,13.74
2019,5,29,17,27.48,14.19
2019,5,29,18,27.36,14.12
2019,5,29,19,27.22,13.55
2019,5,29,20,27.12,12.26
2019,5,29,21,27.06,9.7
2019,5,29,22,27.0,7.42
2019,5,29,23,26.93,5.2
2019,5,30,0,26.9,6.57
2019,5,30,1,26.9,6.04
2019,5,30,2,26.9,5.65
2019,5,30,3,26.85,6.54
2019,5,30,4,26.76,7.62
2019,5,30,5,26.66,9.42
2019,5,30,6,26.6,12.01
2019,5,30,7,26.54,12.88
2019,5,30,8,26.51,12.68
2019,5,30,9,26.56,11.45
2019,5,30,10,26.64,9.74
2019,5,30,11,26.74,7.49
2019,5,30,12,27.02,5.52
2019,5,30,13,27.32,4.01
2019,5,30,14,27.51,3.3
2019,5,30,15,27.74,3.94
2019,5,30,16,27.9,6.45
2019,5,30,17,27.94,10.96
2019,5,30,18,27.91,15.41
2019,5,30,19,27.86,19.6
2019,5,30,20,27.77,24.6
2019,5,30,21,27.61,26.86
2019,5,30,22,27.47,24.37
2019,5,30,23,27.4,21.8
2019,5,31,0,27.39,8.73
2019,5,31,1,27.42,11.56
2019,5,31,2,27.44,14.91
2019,5,31,3,27.44,12.26
2019,5,31,4,27.39,7.99
2019,5,31,5,27.26,6.83
2019,5,31,6,27.08,6.72
2019,5,31,7,26.89,6.73
2019,5,31,8,26.79,6.39
2019,5,31,9,26.81,5.88
2019,5,31,10,26.9,5.47
2019,5,31,11,27.03,4.95
2019,5,31,12,27.29,4.23
2019,5,31,13,27.65,3.6
2019,5,31,14,27.93,2.98
2019,5,31,15,28.14,2.61
2019,5,31,16,28.26,2.64
2019,5,31,17,28.32,2.65
2019,5,31,18,28.28,2.39
2019,5,31,19,28.19,1.94
2019,5,31,20,28.09,1.65
2019,5,31,21,27.99,1.51
2019,5,31,22,27.91,1.36
2019,5,31,23,27.8,2.04
2019,6,1,0,27.72,2.36
2019,6,1,1,27.66,3.01
2019,6,1,2,27.61,3.67
2019,6,1,3,27.55,4.39
2019,6,1,4,27.46,4.8
2019,6,1,5,27.27,4.82
2019,6,1,6,27.07,5.65
2019,6,1,7,26.88,5.97
2019,6,1,8,26.71,6.43
2019,6,1,9,26.65,5.96
2019,6,1,10,26.7,5.05
2019,6,1,11,26.84,4.39
2019,6,1,12,27.13,3.52
2019,6,1,13,27.43,2.57
2019,6,1,14,27.64,2.2
2019,6,1,15,27.83,1.98
2019,6,1,16,27.96,2.0
2019,6,1,17,28.06,1.88
2019,6,1,18,28.09,1.7
2019,6,1,19,28.02,1.75
2019,6,1,20,27.98,1.29
2019,6,1,21,27.92,1.58
2019,6,1,22,27.82,1.86
2019,6,1,23,27.73,1.79
2019,6,2,0,27.61,1.87
2019,6,2,1,27.54,1.94
2019,6,2,2,27.49,1.89
2019,6,2,3,27.43,1.6
2019,6,2,4,27.38,1.6
2019,6,2,5,27.29,1.64
2019,6,2,6,27.22,1.75
2019,6,2,7,27.17,1.83
2019,6,2,8,27.14,1.91
2019,6,2,9,27.15,1.74
2019,6,2,10,27.23,1.37
2019,6,2,11,27.3,1.01
2019,6,2,12,27.48,0.82
2019,6,2,13,27.79,0.66
2019,6,2,14,28.1,0.71
2019,6,2,15,28.32,0.65
2019,6,2,16,28.44,0.66
2019,6,2,17,28.47,0.65
2019,6,2,18,28.39,0.67
2019,6,2,19,28.25,0.66
2019,6,2,20,28.13,0.61
2019,6,2,21,27.98,0.76
2019,6,2,22,27.84,0.87
2019,6,2,23,27.7,1.08
2019,6,3,0,27.56,3.56
2019,6,3,1,27.45,3.38
2019,6,3,2,27.36,3.05
2019,6,3,3,27.26,2.91
2019,6,3,4,27.15,3.11
2019,6,3,5,27.02,3.12
